id_viagem,id_data,id_veiculo,id_motorista,id_cliente,id_rota,id_filial,peso_ton,valor_frete,km_rodado,tempo_previsto_h,tempo_realizado_h,status_entrega,ocorrencia
4235,20241023,11,20,21,14,3,4.9,4081.51,800,12.9,12.0,No Prazo,Nenhuma
4236,20241023,34,38,13,3,2,5.0,2552.74,590,9.5,9.2,No Prazo,Nenhuma
4237,20241023,22,9,3,5,2,10.2,6719.59,1370,22.1,20.6,No Prazo,Nenhuma
4238,20241023,9,14,29,1,2,28.1,2103.08,430,6.9,9.0,Atrasado,Nenhuma
4239,20241023,2,29,18,18,5,5.5,2582.83,550,8.9,8.8,No Prazo,Nenhuma
4240,20241023,2,28,4,16,5,4.8,1268.45,315,5.1,5.1,No Prazo,Nenhuma
4241,20241023,38,29,30,16,5,56.1,1488.12,315,5.1,5.2,No Prazo,Nenhuma
4242,20241023,20,12,5,3,5,5.0,2749.26,590,9.5,9.2,No Prazo,Atraso em Carga/Descarga
4243,20241023,24,10,26,15,4,44.7,970.15,210,3.4,3.7,Atrasado,Nenhuma
4244,20241023,1,4,2,12,3,13.4,3323.41,590,9.5,9.0,No Prazo,Pane Mecânica
4245,20241024,26,27,12,5,1,9.4,6860.94,1370,22.1,28.2,Atrasado,Nenhuma
4246,20241024,15,27,2,3,1,42.6,2587.08,590,9.5,13.5,Atrasado,Nenhuma
4247,20241024,38,34,6,2,5,51.8,1909.7,410,6.6,6.3,No Prazo,Nenhuma
4248,20241024,22,8,25,4,2,11.9,2309.92,550,8.9,9.2,No Prazo,Nenhuma
4249,20241024,15,22,22,4,1,36.1,2680.56,550,8.9,8.4,No Prazo,Nenhuma
4250,20241024,25,17,25,4,5,10.3,2194.89,550,8.9,8.2,No Prazo,Pane Mecânica
4251,20241024,11,4,27,5,3,3.8,7781.59,1370,22.1,21.3,No Prazo,Nenhuma
4252,20241024,10,9,12,15,2,23.1,1149.24,210,3.4,3.2,No Prazo,Pane Mecânica
4253,20241024,12,12,7,19,5,13.2,1484.31,300,4.8,5.0,No Prazo,Nenhuma
4254,20241024,37,6,1,20,1,18.3,4411.29,930,15.0,21.1,Atrasado,Nenhuma
4255,20241024,37,2,6,15,1,17.6,1248.05,210,3.4,3.2,No Prazo,Nenhuma
4256,20241024,15,11,17,11,1,46.5,1880.29,410,6.6,6.3,No Prazo,Nenhuma
4257,20241024,17,35,24,16,5,10.6,1478.68,315,5.1,5.2,No Prazo,Nenhuma
4258,20241024,33,27,17,10,1,25.5,4371.29,930,15.0,14.2,No Prazo,Nenhuma
4259,20241024,5,2,25,14,1,36.3,4755.1,800,12.9,16.0,Atrasado,Nenhuma
4260,20241024,28,11,7,5,1,53.4,7914.94,1370,22.1,21.0,No Prazo,Nenhuma
4261,20241025,5,15,22,10,1,26.1,5336.6,930,15.0,18.5,Atrasado,Trânsito/Rota
4262,20241025,29,6,15,7,1,13.9,1189.38,210,3.4,3.8,Atrasado,Nenhuma
4263,20241025,39,32,3,15,4,22.1,1262.15,210,3.4,3.4,No Prazo,Problema Documental
4264,20241025,40,10,3,6,4,12.5,3459.88,800,12.9,12.4,No Prazo,Nenhuma
4265,20241025,37,2,18,14,1,19.9,3702.62,800,12.9,13.2,No Prazo,Nenhuma
4266,20241025,21,27,18,16,1,36.1,1818.52,315,5.1,5.0,No Prazo,Pane Mecânica
4267,20241025,7,17,29,6,5,3.9,3494.23,800,12.9,12.5,No Prazo,Trânsito/Rota
4268,20241025,8,15,12,19,1,10.4,1588.0,300,4.8,4.5,No Prazo,Nenhuma
4269,20241025,19,28,22,4,5,28.9,2464.05,550,8.9,8.8,No Prazo,Nenhuma
4270,20241025,14,37,26,7,5,6.0,841.05,210,3.4,3.4,No Prazo,Atraso em Carga/Descarga
4271,20241025,29,1,15,6,1,10.5,4693.03,800,12.9,12.6,No Prazo,Nenhuma
4272,20241025,34,19,11,13,2,5.3,6290.12,1370,22.1,22.8,No Prazo,Nenhuma
4273,20241025,1,3,29,10,3,11.3,5611.46,930,15.0,15.0,No Prazo,Trânsito/Rota
4274,20241025,24,24,14,3,4,54.3,3394.99,590,9.5,8.8,No Prazo,Nenhuma
4275,20241025,16,32,23,6,4,5.0,4592.32,800,12.9,12.7,No Prazo,Nenhuma
4276,20241025,5,30,11,13,1,35.2,8040.87,1370,22.1,22.6,No Prazo,Nenhuma
4277,20241026,20,13,8,20,5,5.4,5349.74,930,15.0,14.6,No Prazo,Nenhuma
4278,20241026,30,24,19,1,4,52.3,2187.89,430,6.9,6.5,No Prazo,Nenhuma
4279,20241026,29,15,24,18,1,9.7,3048.71,550,8.9,8.4,No Prazo,Nenhuma
4280,20241026,29,6,18,8,1,13.6,4193.46,930,15.0,20.7,Atrasado,Trânsito/Rota
4281,20241026,1,4,4,12,3,13.1,3442.97,590,9.5,11.0,Atrasado,Nenhuma
4282,20241026,26,22,28,1,1,13.5,2051.12,430,6.9,6.7,No Prazo,Nenhuma
4283,20241026,20,29,15,12,5,4.5,3321.61,590,9.5,9.4,No Prazo,Nenhuma
4284,20241026,31,6,13,1,1,50.5,1845.72,430,6.9,8.0,Atrasado,Nenhuma
4285,20241027,22,14,14,2,2,10.3,2149.89,410,6.6,6.2,No Prazo,Atraso em Carga/Descarga
4286,20241027,23,32,26,14,4,5.1,4447.53,800,12.9,12.1,No Prazo,Nenhuma
4287,20241027,23,24,3,1,4,4.3,1929.19,430,6.9,7.2,No Prazo,Nenhuma
4288,20241027,20,37,27,20,5,6.0,5453.01,930,15.0,18.7,Atrasado,Trânsito/Rota
4289,20241027,13,7,18,18,3,55.9,2864.35,550,8.9,8.6,No Prazo,Nenhuma
4290,20241027,31,22,3,11,1,35.2,2342.31,410,6.6,6.3,No Prazo,Nenhuma
4291,20241027,20,12,12,4,5,4.8,3066.39,550,8.9,12.6,Atrasado,Nenhuma
4292,20241027,41,31,25,15,3,36.5,1284.22,210,3.4,4.5,Atrasado,Nenhuma
4293,20241027,21,27,30,11,1,29.2,2082.34,410,6.6,8.3,Atrasado,Nenhuma
4294,20241028,38,35,5,11,5,50.2,1806.78,410,6.6,6.4,No Prazo,Nenhuma
4295,20241028,23,36,28,3,4,5.0,2640.72,590,9.5,9.1,No Prazo,Nenhuma
4296,20241028,2,37,12,10,5,3.6,4010.65,930,15.0,13.8,No Prazo,Nenhuma
4297,20241028,25,37,26,6,5,10.2,4202.18,800,12.9,12.4,No Prazo,Nenhuma
4298,20241028,30,24,11,12,4,55.6,2486.16,590,9.5,9.7,No Prazo,Nenhuma
4299,20241028,40,23,1,11,4,13.4,1930.75,410,6.6,6.4,No Prazo,Nenhuma
4300,20241028,17,17,27,14,5,11.9,4359.41,800,12.9,13.4,No Prazo,Nenhuma
4301,20241028,13,3,10,13,3,37.2,6919.0,1370,22.1,20.6,No Prazo,Nenhuma
4302,20241028,27,29,5,16,5,49.7,1590.33,315,5.1,4.7,No Prazo,Trânsito/Rota
4303,20241028,13,4,13,13,3,43.3,7135.65,1370,22.1,22.4,No Prazo,Atraso em Carga/Descarga
4304,20241028,42,35,22,14,5,5.5,3599.79,800,12.9,13.5,No Prazo,Nenhuma
4305,20241028,33,6,27,12,1,18.8,3005.34,590,9.5,8.8,No Prazo,Nenhuma
4306,20241028,36,27,29,10,1,3.8,4234.74,930,15.0,14.2,No Prazo,Nenhuma
4307,20241028,30,36,20,12,4,35.9,3257.44,590,9.5,8.9,No Prazo,Nenhuma
4308,20241028,37,22,29,17,1,16.3,488.71,100,1.6,1.6,No Prazo,Problema Documental
4309,20241028,4,6,13,14,1,5.9,4089.35,800,12.9,12.0,No Prazo,Nenhuma
4310,20241028,42,17,24,20,5,3.9,4822.39,930,15.0,16.6,Atrasado,Nenhuma
4311,20241028,6,12,17,14,5,9.2,4273.22,800,12.9,16.6,Atrasado,Trânsito/Rota
4312,20241028,27,28,19,12,5,51.4,3072.14,590,9.5,8.9,No Prazo,Nenhuma
4313,20241028,25,34,3,11,5,13.7,2486.99,410,6.6,7.2,Atrasado,Trânsito/Rota
4314,20241028,41,5,5,1,3,34.1,2192.34,430,6.9,7.2,No Prazo,Trânsito/Rota
4315,20241028,32,10,13,19,4,21.2,1695.47,300,4.8,4.5,No Prazo,Pane Mecânica
4316,20241028,14,29,15,7,5,4.3,936.5,210,3.4,3.2,No Prazo,Nenhuma
4317,20241028,28,15,11,7,1,43.0,954.37,210,3.4,3.9,Atrasado,Nenhuma
4318,20241028,9,21,17,3,2,26.6,3204.5,590,9.5,11.8,Atrasado,Nenhuma
4319,20241028,25,17,14,14,5,12.7,4344.54,800,12.9,12.2,No Prazo,Nenhuma
4320,20241028,9,38,5,14,2,26.6,4111.67,800,12.9,18.0,Atrasado,Nenhuma
4321,20241028,5,27,24,15,1,29.0,1067.49,210,3.4,4.1,Atrasado,Nenhuma
4322,20241028,9,25,30,15,2,35.6,1201.06,210,3.4,3.4,No Prazo,Nenhuma
4323,20241029,9,21,6,6,2,34.6,4236.17,800,12.9,14.8,Atrasado,Atraso em Carga/Descarga
4324,20241029,3,17,12,18,5,5.2,2811.17,550,8.9,9.2,No Prazo,Atraso em Carga/Descarga
4325,20241029,13,33,28,5,3,48.5,7536.73,1370,22.1,20.5,No Prazo,Nenhuma
4326,20241029,41,3,17,10,3,29.3,4474.55,930,15.0,18.3,Atrasado,Nenhuma
4327,20241029,42,37,30,13,5,5.9,7490.37,1370,22.1,20.8,No Prazo,Nenhuma
4328,20241029,42,28,21,5,5,4.6,6846.46,1370,22.1,29.6,Atrasado,Nenhuma
4329,20241029,2,37,30,8,5,5.6,5762.77,930,15.0,14.1,No Prazo,Nenhuma
4330,20241029,25,37,12,16,5,13.7,1348.53,315,5.1,6.2,Atrasado,Trânsito/Rota
4331,20241029,8,11,7,1,1,9.8,2503.24,430,6.9,7.1,No Prazo,Trânsito/Rota
4332,20241029,21,6,11,8,1,31.6,4549.14,930,15.0,14.2,No Prazo,Atraso em Carga/Descarga
4333,20241029,5,27,18,14,1,31.2,4668.55,800,12.9,14.5,Atrasado,Nenhuma
4334,20241029,39,32,8,9,4,23.1,11650.93,1960,31.6,30.4,No Prazo,Nenhuma
4335,20241029,16,32,27,13,4,4.6,7627.05,1370,22.1,24.1,Atrasado,Nenhuma
4336,20241030,10,21,6,6,2,16.4,3499.08,800,12.9,17.4,Atrasado,Nenhuma
4337,20241030,2,17,25,9,5,5.5,9046.65,1960,31.6,29.7,No Prazo,Nenhuma
4338,20241030,30,36,9,1,4,47.3,2366.73,430,6.9,7.1,No Prazo,Nenhuma
4339,20241030,6,12,26,20,5,13.2,4847.6,930,15.0,14.8,No Prazo,Trânsito/Rota
4340,20241030,30,24,4,7,4,50.3,1000.69,210,3.4,3.5,No Prazo,Nenhuma
4341,20241030,2,13,27,20,5,4.2,4506.34,930,15.0,15.2,No Prazo,Nenhuma
4342,20241030,15,1,18,20,1,44.1,5662.39,930,15.0,14.9,No Prazo,Nenhuma
4343,20241030,28,11,27,14,1,41.2,3646.11,800,12.9,12.3,No Prazo,Trânsito/Rota
4344,20241030,4,22,18,13,1,5.4,7625.5,1370,22.1,29.4,Atrasado,Nenhuma
4345,20241030,3,35,18,20,5,4.7,4950.08,930,15.0,15.4,No Prazo,Pane Mecânica
4346,20241030,7,37,3,7,5,3.8,900.6,210,3.4,3.3,No Prazo,Nenhuma
4347,20241030,40,23,5,17,4,13.4,514.21,100,1.6,2.0,Atrasado,Nenhuma
4348,20241030,14,35,2,17,5,4.0,463.15,100,1.6,1.6,No Prazo,Nenhuma
4349,20241030,27,35,30,16,5,38.6,1719.47,315,5.1,4.9,No Prazo,Nenhuma
4350,20241030,13,3,16,19,3,35.9,1220.28,300,4.8,4.5,No Prazo,Nenhuma
4351,20241030,41,20,17,5,3,32.7,6457.36,1370,22.1,21.8,No Prazo,Pane Mecânica
4352,20241030,11,4,18,15,3,5.9,1012.36,210,3.4,3.2,No Prazo,Trânsito/Rota
4353,20241030,4,6,13,20,1,5.6,5223.01,930,15.0,13.9,No Prazo,Nenhuma
4354,20241030,34,18,18,10,2,4.0,5432.8,930,15.0,14.3,No Prazo,Pane Mecânica
4355,20241030,21,22,2,8,1,22.7,4670.63,930,15.0,15.4,No Prazo,Pane Mecânica
4356,20241030,5,15,20,9,1,33.0,11787.82,1960,31.6,32.1,No Prazo,Nenhuma
4357,20241030,23,24,27,12,4,4.3,3646.7,590,9.5,12.4,Atrasado,Trânsito/Rota
4358,20241030,22,9,18,3,2,9.0,3305.45,590,9.5,9.4,No Prazo,Nenhuma
4359,20241030,29,1,5,9,1,13.6,9364.17,1960,31.6,41.3,Atrasado,Nenhuma
4360,20241030,3,17,19,12,5,4.3,2777.2,590,9.5,9.7,No Prazo,Nenhuma
4361,20241031,27,37,13,8,5,49.5,5436.64,930,15.0,20.1,Atrasado,Nenhuma
4362,20241031,18,4,10,12,3,37.2,3227.67,590,9.5,8.8,No Prazo,Nenhuma
4363,20241031,34,21,19,20,2,4.0,4382.95,930,15.0,15.4,No Prazo,Nenhuma
4364,20241031,40,10,22,8,4,10.8,4762.85,930,15.0,15.1,No Prazo,Nenhuma
4365,20241031,41,7,9,16,3,28.5,1838.28,315,5.1,6.6,Atrasado,Nenhuma
4366,20241031,36,22,2,17,1,3.8,474.39,100,1.6,2.2,Atrasado,Nenhuma
4367,20241031,3,34,24,3,5,5.0,2961.25,590,9.5,8.9,No Prazo,Nenhuma
4368,20241031,1,20,3,1,3,8.6,2509.82,430,6.9,6.7,No Prazo,Nenhuma
4369,20241031,27,28,3,10,5,46.1,4526.0,930,15.0,15.2,No Prazo,Nenhuma
4370,20241031,40,36,7,6,4,13.0,3776.27,800,12.9,13.5,No Prazo,Nenhuma
4371,20241031,13,4,26,11,3,49.3,2070.7,410,6.6,8.4,Atrasado,Nenhuma
4372,20241031,16,24,6,3,4,4.7,2854.36,590,9.5,12.7,Atrasado,Nenhuma
4373,20241031,37,27,6,3,1,16.2,3147.18,590,9.5,9.9,No Prazo,Nenhuma
4374,20241031,38,17,22,14,5,37.7,3457.7,800,12.9,11.9,No Prazo,Nenhuma
4375,20241101,18,5,28,19,3,50.7,1750.8,300,4.8,4.9,No Prazo,Nenhuma
4376,20241101,6,28,19,13,5,13.7,7027.02,1370,22.1,22.0,No Prazo,Nenhuma
4377,20241101,19,34,17,20,5,26.0,5598.41,930,15.0,14.7,No Prazo,Nenhuma
4378,20241101,38,35,12,6,5,43.0,3498.16,800,12.9,12.8,No Prazo,Nenhuma
4379,20241101,16,10,10,7,4,4.7,889.78,210,3.4,4.8,Atrasado,Nenhuma
4380,20241101,30,32,28,11,4,41.1,1982.21,410,6.6,6.4,No Prazo,Nenhuma
4381,20241101,23,32,2,11,4,6.0,1915.58,410,6.6,6.9,No Prazo,Nenhuma
4382,20241101,5,1,30,8,1,25.3,5194.52,930,15.0,14.5,No Prazo,Pane Mecânica
4383,20241101,16,24,16,1,4,4.4,2086.92,430,6.9,6.8,No Prazo,Nenhuma
4384,20241101,21,27,9,10,1,34.0,3712.51,930,15.0,15.1,No Prazo,Nenhuma
4385,20241101,9,19,3,19,2,31.0,1305.57,300,4.8,4.8,No Prazo,Nenhuma
4386,20241101,6,17,7,6,5,8.5,3341.72,800,12.9,13.5,No Prazo,Atraso em Carga/Descarga
4387,20241101,13,4,27,3,3,40.8,2814.95,590,9.5,11.2,Atrasado,Problema Documental
4388,20241101,24,23,16,6,4,45.8,4203.07,800,12.9,13.4,No Prazo,Trânsito/Rota
4389,20241101,36,15,11,11,1,5.0,2090.28,410,6.6,6.5,No Prazo,Nenhuma
4390,20241101,40,10,2,18,4,10.5,2528.29,550,8.9,12.1,Atrasado,Nenhuma
4391,20241101,38,17,23,12,5,39.2,3017.92,590,9.5,9.1,No Prazo,Nenhuma
4392,20241101,42,34,10,9,5,5.1,10041.34,1960,31.6,31.9,No Prazo,Nenhuma
4393,20241101,23,24,7,12,4,3.9,3553.91,590,9.5,9.1,No Prazo,Nenhuma
4394,20241101,14,17,6,2,5,5.4,1814.3,410,6.6,6.4,No Prazo,Nenhuma
4395,20241101,2,12,25,9,5,5.5,8446.61,1960,31.6,30.4,No Prazo,Nenhuma
4396,20241101,26,15,10,12,1,8.4,2433.47,590,9.5,9.9,No Prazo,Nenhuma
4397,20241101,4,1,24,11,1,4.5,2113.37,410,6.6,7.3,Atrasado,Nenhuma
4398,20241101,9,26,6,5,2,32.0,7118.39,1370,22.1,24.3,Atrasado,Nenhuma
4399,20241102,37,27,11,9,1,18.0,11670.93,1960,31.6,29.4,No Prazo,Nenhuma
4400,20241102,8,30,15,18,1,8.6,2708.12,550,8.9,8.9,No Prazo,Nenhuma
4401,20241102,16,36,11,4,4,4.9,3054.21,550,8.9,8.9,No Prazo,Nenhuma
4402,20241102,11,20,5,14,3,4.1,3269.42,800,12.9,12.4,No Prazo,Nenhuma
4403,20241102,5,15,14,16,1,34.2,1768.4,315,5.1,4.8,No Prazo,Pane Mecânica
4404,20241102,3,34,26,8,5,4.2,4666.84,930,15.0,14.6,No Prazo,Nenhuma
4405,20241102,1,7,7,14,3,9.8,3957.76,800,12.9,11.9,No Prazo,Atraso em Carga/Descarga
4406,20241102,28,27,23,15,1,53.3,1258.13,210,3.4,3.2,No Prazo,Nenhuma
4407,20241102,28,11,18,17,1,48.6,587.63,100,1.6,2.1,Atrasado,Nenhuma
4408,20241103,8,11,24,5,1,10.7,6283.95,1370,22.1,22.6,No Prazo,Nenhuma
4409,20241103,42,13,18,1,5,4.8,2350.58,430,6.9,6.9,No Prazo,Pane Mecânica
4410,20241103,36,1,9,1,1,3.9,2105.0,430,6.9,9.1,Atrasado,Nenhuma
4411,20241103,13,20,3,3,3,41.1,2975.78,590,9.5,9.0,No Prazo,Nenhuma
4412,20241103,16,36,29,12,4,3.7,2644.57,590,9.5,8.8,No Prazo,Nenhuma
4413,20241103,29,27,23,16,1,13.7,1901.43,315,5.1,4.7,No Prazo,Problema Documental
4414,20241103,35,4,25,6,3,5.8,4218.8,800,12.9,12.1,No Prazo,Trânsito/Rota
4415,20241103,15,15,28,17,1,49.4,465.15,100,1.6,1.6,No Prazo,Nenhuma
4416,20241104,31,22,14,11,1,52.3,2400.76,410,6.6,6.3,No Prazo,Pane Mecânica
4417,20241104,7,17,17,13,5,4.7,5854.98,1370,22.1,22.7,No Prazo,Nenhuma
4418,20241104,13,31,22,13,3,55.0,6287.94,1370,22.1,24.7,Atrasado,Nenhuma
4419,20241104,42,13,11,12,5,5.9,3176.16,590,9.5,9.1,No Prazo,Nenhuma
4420,20241104,2,29,12,6,5,5.7,4593.49,800,12.9,12.8,No Prazo,Atraso em Carga/Descarga
4421,20241104,4,30,12,20,1,4.9,3969.25,930,15.0,14.0,No Prazo,Nenhuma
4422,20241104,20,29,24,8,5,5.4,5460.26,930,15.0,15.0,No Prazo,Atraso em Carga/Descarga
4423,20241104,17,13,22,5,5,8.8,7405.99,1370,22.1,22.5,No Prazo,Nenhuma
4424,20241104,33,30,24,15,1,18.7,896.04,210,3.4,3.3,No Prazo,Atraso em Carga/Descarga
4425,20241104,14,12,29,10,5,4.2,4785.58,930,15.0,14.8,No Prazo,Nenhuma
4426,20241104,35,33,9,9,3,4.4,9142.17,1960,31.6,30.7,No Prazo,Nenhuma
4427,20241104,27,37,9,18,5,40.8,2295.21,550,8.9,10.8,Atrasado,Nenhuma
4428,20241104,39,32,15,11,4,25.7,1997.53,410,6.6,6.5,No Prazo,Nenhuma
4429,20241104,25,17,14,10,5,9.8,3727.04,930,15.0,14.6,No Prazo,Nenhuma
4430,20241104,32,10,21,2,4,26.9,2387.54,410,6.6,6.7,No Prazo,Nenhuma
4431,20241104,27,12,11,19,5,55.9,1618.47,300,4.8,4.8,No Prazo,Nenhuma
4432,20241105,10,25,26,19,2,24.9,1767.5,300,4.8,4.5,No Prazo,Atraso em Carga/Descarga
4433,20241105,26,1,8,9,1,8.8,8568.91,1960,31.6,29.3,No Prazo,Nenhuma
4434,20241105,19,29,22,16,5,31.3,1331.63,315,5.1,4.7,No Prazo,Atraso em Carga/Descarga
4435,20241105,39,10,20,20,4,20.1,5269.79,930,15.0,14.3,No Prazo,Nenhuma
4436,20241105,11,31,22,15,3,4.8,1150.27,210,3.4,4.8,Atrasado,Nenhuma
4437,20241105,41,33,23,1,3,24.6,2136.03,430,6.9,7.4,Atrasado,Nenhuma
4438,20241105,8,27,14,1,1,9.7,1858.15,430,6.9,7.5,Atrasado,Nenhuma
4439,20241105,20,12,4,12,5,5.5,3032.94,590,9.5,9.2,No Prazo,Nenhuma
4440,20241105,33,2,18,6,1,24.0,4788.03,800,12.9,12.6,No Prazo,Nenhuma
4441,20241105,8,15,27,8,1,10.9,5714.7,930,15.0,20.0,Atrasado,Nenhuma
4442,20241105,32,10,12,6,4,21.7,4214.48,800,12.9,17.7,Atrasado,Pane Mecânica
4443,20241105,17,17,25,4,5,13.0,3098.3,550,8.9,9.0,No Prazo,Pane Mecânica
4444,20241105,27,34,5,10,5,37.7,4795.1,930,15.0,15.1,No Prazo,Nenhuma
4445,20241105,35,7,25,15,3,3.8,1198.11,210,3.4,3.5,No Prazo,Trânsito/Rota
4446,20241105,21,15,26,12,1,29.3,3078.54,590,9.5,8.7,No Prazo,Nenhuma
4447,20241106,35,3,10,10,3,3.8,5526.55,930,15.0,14.0,No Prazo,Trânsito/Rota
4448,20241106,42,17,9,7,5,3.9,868.38,210,3.4,3.4,No Prazo,Nenhuma
4449,20241106,23,36,26,13,4,5.8,6409.84,1370,22.1,20.9,No Prazo,Nenhuma
4450,20241106,13,3,6,20,3,50.0,4411.08,930,15.0,15.7,No Prazo,Nenhuma
4451,20241106,4,22,19,12,1,4.5,2502.97,590,9.5,9.0,No Prazo,Nenhuma
4452,20241106,16,32,16,11,4,4.7,2240.41,410,6.6,6.4,No Prazo,Atraso em Carga/Descarga
4453,20241106,26,27,8,6,1,11.7,3433.63,800,12.9,13.3,No Prazo,Nenhuma
4454,20241106,1,7,21,12,3,8.5,3415.62,590,9.5,8.8,No Prazo,Nenhuma
4455,20241106,29,27,13,13,1,13.8,7873.44,1370,22.1,24.1,Atrasado,Nenhuma
4456,20241106,27,35,29,13,5,35.9,5824.14,1370,22.1,21.1,No Prazo,Nenhuma
4457,20241106,2,13,12,12,5,5.5,3117.93,590,9.5,8.8,No Prazo,Nenhuma
4458,20241106,14,17,1,10,5,3.7,5121.64,930,15.0,14.2,No Prazo,Trânsito/Rota
4459,20241106,15,15,16,13,1,49.4,6625.22,1370,22.1,22.3,No Prazo,Atraso em Carga/Descarga
4460,20241106,7,29,17,19,5,5.8,1756.1,300,4.8,4.5,No Prazo,Atraso em Carga/Descarga
4461,20241106,32,36,28,6,4,17.0,3581.86,800,12.9,13.0,No Prazo,Atraso em Carga/Descarga
4462,20241106,24,32,4,9,4,44.8,10493.2,1960,31.6,32.8,No Prazo,Nenhuma
4463,20241106,12,34,13,12,5,10.2,2912.35,590,9.5,8.8,No Prazo,Problema Documental
4464,20241106,38,35,12,7,5,46.7,1153.11,210,3.4,3.2,No Prazo,Nenhuma
4465,20241106,25,12,4,8,5,10.6,4299.31,930,15.0,15.0,No Prazo,Atraso em Carga/Descarga
4466,20241106,15,22,11,13,1,39.3,5490.15,1370,22.1,20.7,No Prazo,Nenhuma
4467,20241106,39,10,27,1,4,22.8,2038.71,430,6.9,9.0,Atrasado,Nenhuma
4468,20241106,37,2,8,8,1,25.4,4348.64,930,15.0,14.2,No Prazo,Nenhuma
4469,20241106,16,10,3,20,4,3.8,4684.07,930,15.0,14.5,No Prazo,Pane Mecânica
4470,20241107,31,27,21,7,1,37.6,1251.43,210,3.4,4.8,Atrasado,Nenhuma
4471,20241107,33,6,22,15,1,25.8,961.66,210,3.4,3.4,No Prazo,Nenhuma
4472,20241107,25,29,25,14,5,13.2,4614.21,800,12.9,15.8,Atrasado,Nenhuma
4473,20241107,32,32,6,19,4,19.5,1563.29,300,4.8,5.0,No Prazo,Nenhuma
4474,20241107,39,23,17,14,4,24.5,4356.24,800,12.9,13.5,No Prazo,Nenhuma
4475,20241107,11,7,27,15,3,4.3,1213.49,210,3.4,3.1,No Prazo,Nenhuma
4476,20241107,39,23,2,7,4,16.5,1081.08,210,3.4,4.0,Atrasado,Nenhuma
4477,20241107,1,20,30,13,3,12.2,7306.24,1370,22.1,21.4,No Prazo,Trânsito/Rota
4478,20241107,9,14,18,14,2,33.7,4254.09,800,12.9,13.4,No Prazo,Nenhuma
4479,20241107,16,24,28,19,4,5.3,1261.44,300,4.8,6.9,Atrasado,Nenhuma
4480,20241107,8,6,23,12,1,9.1,2668.07,590,9.5,9.6,No Prazo,Nenhuma
4481,20241107,22,38,25,7,2,9.5,1016.51,210,3.4,3.8,Atrasado,Nenhuma
4482,20241107,29,1,22,16,1,12.1,1715.8,315,5.1,4.8,No Prazo,Nenhuma
4483,20241107,17,37,5,11,5,13.5,2144.06,410,6.6,6.5,No Prazo,Nenhuma
4484,20241107,7,12,27,8,5,5.4,4095.57,930,15.0,17.4,Atrasado,Nenhuma
4485,20241107,40,10,18,6,4,12.2,3369.95,800,12.9,12.5,No Prazo,Atraso em Carga/Descarga
4486,20241107,14,17,19,13,5,3.6,7403.04,1370,22.1,26.8,Atrasado,Nenhuma
4487,20241107,11,5,27,5,3,5.7,5664.18,1370,22.1,25.9,Atrasado,Trânsito/Rota
4488,20241107,22,19,21,16,2,9.5,1240.42,315,5.1,5.0,No Prazo,Nenhuma
4489,20241107,9,26,8,20,2,33.2,4535.41,930,15.0,19.6,Atrasado,Problema Documental
4490,20241107,25,37,16,18,5,11.5,2706.84,550,8.9,12.4,Atrasado,Pane Mecânica
4491,20241108,11,31,23,2,3,5.7,2215.22,410,6.6,6.2,No Prazo,Nenhuma
4492,20241108,26,22,26,3,1,12.4,3611.52,590,9.5,9.2,No Prazo,Nenhuma
4493,20241108,24,36,7,3,4,45.0,2442.95,590,9.5,12.1,Atrasado,Nenhuma
4494,20241108,42,12,23,1,5,4.7,2334.27,430,6.9,6.5,No Prazo,Nenhuma
4495,20241108,32,36,18,15,4,20.8,1230.55,210,3.4,3.2,No Prazo,Nenhuma
4496,20241108,30,23,15,19,4,41.7,1441.34,300,4.8,5.0,No Prazo,Trânsito/Rota
4497,20241108,34,38,12,3,2,3.7,2487.43,590,9.5,9.1,No Prazo,Nenhuma
4498,20241108,39,36,4,5,4,20.8,6159.34,1370,22.1,21.5,No Prazo,Problema Documental
4499,20241108,34,25,19,1,2,3.9,1862.89,430,6.9,8.7,Atrasado,Nenhuma
4500,20241108,20,13,2,17,5,5.8,546.38,100,1.6,2.1,Atrasado,Nenhuma
4501,20241108,28,1,9,6,1,44.6,4536.83,800,12.9,17.5,Atrasado,Nenhuma
4502,20241109,22,18,11,6,2,8.6,4350.76,800,12.9,12.2,No Prazo,Nenhuma
4503,20241109,14,13,25,13,5,5.8,6634.03,1370,22.1,22.4,No Prazo,Nenhuma
4504,20241109,14,28,21,12,5,4.2,3296.24,590,9.5,9.1,No Prazo,Atraso em Carga/Descarga
4505,20241109,3,34,26,7,5,4.5,1008.17,210,3.4,3.1,No Prazo,Nenhuma
4506,20241109,32,32,3,17,4,19.3,551.87,100,1.6,1.6,No Prazo,Nenhuma
4507,20241109,39,36,17,11,4,20.6,1864.64,410,6.6,7.4,Atrasado,Nenhuma
4508,20241109,20,13,3,6,5,3.9,3363.08,800,12.9,11.9,No Prazo,Nenhuma
4509,20241109,35,3,23,4,3,5.5,3032.11,550,8.9,9.0,No Prazo,Nenhuma
4510,20241110,31,27,8,15,1,41.7,906.74,210,3.4,3.2,No Prazo,Nenhuma
4511,20241110,27,35,26,8,5,49.3,5785.0,930,15.0,15.4,No Prazo,Nenhuma
4512,20241110,42,29,9,5,5,4.7,6627.88,1370,22.1,21.1,No Prazo,Nenhuma
