id_custo,id_data,id_filial,categoria_custo,valor
9470,20250103,5,Manutenção,4956.63
9471,20250103,5,Pedágio,2435.58
9472,20250103,5,Motorista (Salário/Diária),3909.86
9473,20250103,5,Seguro,1004.7
9474,20250103,5,Outros,638.67
9475,20250104,1,Combustível,774.18
9476,20250104,1,Manutenção,384.11
9477,20250104,1,Pedágio,170.21
9478,20250104,1,Motorista (Salário/Diária),324.45
9479,20250104,1,Seguro,89.46
9480,20250104,1,Outros,50.01
9481,20250104,3,Combustível,1367.68
9482,20250104,3,Manutenção,626.98
9483,20250104,3,Pedágio,367.29
9484,20250104,3,Motorista (Salário/Diária),520.81
9485,20250104,3,Seguro,179.4
9486,20250104,3,Outros,90.65
9487,20250104,5,Combustível,1737.73
9488,20250104,5,Manutenção,763.24
9489,20250104,5,Pedágio,425.47
9490,20250104,5,Motorista (Salário/Diária),589.7
9491,20250104,5,Seguro,190.23
9492,20250104,5,Outros,99.61
9493,20250105,1,Combustível,1323.09
9494,20250105,1,Manutenção,607.8
9495,20250105,1,Pedágio,283.08
9496,20250105,1,Motorista (Salário/Diária),595.75
9497,20250105,1,Seguro,162.25
9498,20250105,1,Outros,90.92
9499,20250105,2,Combustível,1901.11
9500,20250105,2,Manutenção,668.37
9501,20250105,2,Pedágio,415.58
9502,20250105,2,Motorista (Salário/Diária),648.39
9503,20250105,2,Seguro,169.36
9504,20250105,2,Outros,127.14
9505,20250105,3,Combustível,1118.23
9506,20250105,3,Manutenção,423.18
9507,20250105,3,Pedágio,200.4
9508,20250105,3,Motorista (Salário/Diária),336.19
9509,20250105,3,Seguro,121.29
9510,20250105,3,Outros,61.98
9511,20250105,4,Combustível,566.96
9512,20250105,4,Manutenção,257.97
9513,20250105,4,Pedágio,125.57
9514,20250105,4,Motorista (Salário/Diária),190.77
9515,20250105,4,Seguro,62.26
9516,20250105,4,Outros,30.18
9517,20250105,5,Combustível,1309.07
9518,20250105,5,Manutenção,531.58
9519,20250105,5,Pedágio,252.73
9520,20250105,5,Motorista (Salário/Diária),421.36
9521,20250105,5,Seguro,124.94
9522,20250105,5,Outros,72.64
9523,20250106,1,Combustível,4296.69
9524,20250106,1,Manutenção,1884.8
9525,20250106,1,Pedágio,1040.85
9526,20250106,1,Motorista (Salário/Diária),1699.24
9527,20250106,1,Seguro,437.49
9528,20250106,1,Outros,252.94
9529,20250106,2,Combustível,137.35
9530,20250106,2,Manutenção,57.1
9531,20250106,2,Pedágio,37.31
9532,20250106,2,Motorista (Salário/Diária),59.78
9533,20250106,2,Seguro,15.38
9534,20250106,2,Outros,9.04
9535,20250106,3,Combustível,1846.33
9536,20250106,3,Manutenção,1069.18
9537,20250106,3,Pedágio,497.67
9538,20250106,3,Motorista (Salário/Diária),756.92
9539,20250106,3,Seguro,220.99
9540,20250106,3,Outros,127.27
9541,20250106,4,Combustível,450.83
9542,20250106,4,Manutenção,243.6
9543,20250106,4,Pedágio,102.0
9544,20250106,4,Motorista (Salário/Diária),206.01
9545,20250106,4,Seguro,50.17
9546,20250106,4,Outros,30.6
9547,20250106,5,Combustível,7630.46
9548,20250106,5,Manutenção,3954.68
9549,20250106,5,Pedágio,2059.13
9550,20250106,5,Motorista (Salário/Diária),2669.64
9551,20250106,5,Seguro,846.39
9552,20250106,5,Outros,574.97
9553,20250107,1,Combustível,8620.77
9554,20250107,1,Manutenção,4300.22
9555,20250107,1,Pedágio,2170.86
9556,20250107,1,Motorista (Salário/Diária),3900.37
9557,20250107,1,Seguro,1169.79
9558,20250107,1,Outros,679.19
9559,20250107,2,Combustível,473.19
9560,20250107,2,Manutenção,168.67
9561,20250107,2,Pedágio,102.14
9562,20250107,2,Motorista (Salário/Diária),148.81
9563,20250107,2,Seguro,47.96
9564,20250107,2,Outros,31.75
9565,20250107,4,Combustível,1307.34
9566,20250107,4,Manutenção,494.05
9567,20250107,4,Pedágio,293.86
9568,20250107,4,Motorista (Salário/Diária),490.23
9569,20250107,4,Seguro,127.42
9570,20250107,4,Outros,81.14
9571,20250107,5,Combustível,11617.58
9572,20250107,5,Manutenção,5460.1
9573,20250107,5,Pedágio,2555.55
9574,20250107,5,Motorista (Salário/Diária),3983.4
9575,20250107,5,Seguro,1152.73
9576,20250107,5,Outros,786.99
9577,20250108,1,Combustível,4556.04
9578,20250108,1,Manutenção,1926.19
9579,20250108,1,Pedágio,1095.33
9580,20250108,1,Motorista (Salário/Diária),1766.43
9581,20250108,1,Seguro,434.16
9582,20250108,1,Outros,286.45
9583,20250108,4,Combustível,1988.38
9584,20250108,4,Manutenção,852.62
9585,20250108,4,Pedágio,382.0
9586,20250108,4,Motorista (Salário/Diária),725.47
9587,20250108,4,Seguro,193.52
9588,20250108,4,Outros,121.31
9589,20250108,5,Combustível,6419.43
9590,20250108,5,Manutenção,2837.83
9591,20250108,5,Pedágio,1226.09
9592,20250108,5,Motorista (Salário/Diária),2342.49
9593,20250108,5,Seguro,656.27
9594,20250108,5,Outros,430.15
9595,20250109,1,Combustível,6897.48
9596,20250109,1,Manutenção,3090.68
9597,20250109,1,Pedágio,1898.74
9598,20250109,1,Motorista (Salário/Diária),3098.47
9599,20250109,1,Seguro,883.57
9600,20250109,1,Outros,497.68
9601,20250109,2,Combustível,594.3
9602,20250109,2,Manutenção,225.56
9603,20250109,2,Pedágio,111.66
9604,20250109,2,Motorista (Salário/Diária),244.11
9605,20250109,2,Seguro,56.8
9606,20250109,2,Outros,38.38
9607,20250109,3,Combustível,4157.75
9608,20250109,3,Manutenção,1854.21
9609,20250109,3,Pedágio,942.32
9610,20250109,3,Motorista (Salário/Diária),1542.4
9611,20250109,3,Seguro,435.06
9612,20250109,3,Outros,222.92
9613,20250109,4,Combustível,1315.22
9614,20250109,4,Manutenção,582.6
9615,20250109,4,Pedágio,233.54
9616,20250109,4,Motorista (Salário/Diária),400.62
9617,20250109,4,Seguro,142.91
9618,20250109,4,Outros,84.04
9619,20250109,5,Combustível,6318.94
9620,20250109,5,Manutenção,2621.47
9621,20250109,5,Pedágio,1451.78
9622,20250109,5,Motorista (Salário/Diária),2630.12
9623,20250109,5,Seguro,748.09
9624,20250109,5,Outros,470.62
9625,20250110,1,Combustível,2999.26
9626,20250110,1,Manutenção,1207.41
9627,20250110,1,Pedágio,699.82
9628,20250110,1,Motorista (Salário/Diária),1172.67
9629,20250110,1,Seguro,372.56
9630,20250110,1,Outros,206.36
9631,20250110,2,Combustível,5315.21
9632,20250110,2,Manutenção,2312.24
9633,20250110,2,Pedágio,1231.74
9634,20250110,2,Motorista (Salário/Diária),1879.02
9635,20250110,2,Seguro,534.97
9636,20250110,2,Outros,295.39
9637,20250110,3,Combustível,2623.33
9638,20250110,3,Manutenção,1013.14
9639,20250110,3,Pedágio,592.02
9640,20250110,3,Motorista (Salário/Diária),839.32
9641,20250110,3,Seguro,243.29
9642,20250110,3,Outros,146.43
9643,20250110,4,Combustível,1921.39
9644,20250110,4,Manutenção,854.99
9645,20250110,4,Pedágio,381.7
9646,20250110,4,Motorista (Salário/Diária),819.16
9647,20250110,4,Seguro,240.66
9648,20250110,4,Outros,125.59
9649,20250110,5,Combustível,1750.48
9650,20250110,5,Manutenção,831.84
9651,20250110,5,Pedágio,461.51
9652,20250110,5,Motorista (Salário/Diária),816.98
9653,20250110,5,Seguro,226.79
9654,20250110,5,Outros,135.53
9655,20250111,3,Combustível,2242.42
9656,20250111,3,Manutenção,1185.41
9657,20250111,3,Pedágio,455.47
9658,20250111,3,Motorista (Salário/Diária),994.87
9659,20250111,3,Seguro,263.78
9660,20250111,3,Outros,144.31
9661,20250111,5,Combustível,660.39
9662,20250111,5,Manutenção,281.11
9663,20250111,5,Pedágio,151.95
9664,20250111,5,Motorista (Salário/Diária),251.55
9665,20250111,5,Seguro,69.45
9666,20250111,5,Outros,48.46
9667,20250112,3,Combustível,1384.82
9668,20250112,3,Manutenção,715.44
9669,20250112,3,Pedágio,345.43
9670,20250112,3,Motorista (Salário/Diária),466.37
9671,20250112,3,Seguro,175.04
9672,20250112,3,Outros,85.62
9673,20250112,5,Combustível,5767.87
9674,20250112,5,Manutenção,2412.56
9675,20250112,5,Pedágio,1037.38
9676,20250112,5,Motorista (Salário/Diária),2008.78
9677,20250112,5,Seguro,561.4
9678,20250112,5,Outros,351.08
9679,20250113,1,Combustível,8521.41
9680,20250113,1,Manutenção,3486.62
9681,20250113,1,Pedágio,1888.15
9682,20250113,1,Motorista (Salário/Diária),2780.47
9683,20250113,1,Seguro,801.29
9684,20250113,1,Outros,515.61
9685,20250113,3,Combustível,2827.18
9686,20250113,3,Manutenção,1277.2
9687,20250113,3,Pedágio,724.31
9688,20250113,3,Motorista (Salário/Diária),1165.59
9689,20250113,3,Seguro,311.26
9690,20250113,3,Outros,190.99
9691,20250113,4,Combustível,2947.08
9692,20250113,4,Manutenção,1311.56
9693,20250113,4,Pedágio,724.66
9694,20250113,4,Motorista (Salário/Diária),988.1
9695,20250113,4,Seguro,295.7
9696,20250113,4,Outros,185.02
9697,20250113,5,Combustível,9860.79
9698,20250113,5,Manutenção,3938.25
9699,20250113,5,Pedágio,2252.92
9700,20250113,5,Motorista (Salário/Diária),3242.05
9701,20250113,5,Seguro,951.24
9702,20250113,5,Outros,554.49
9703,20250114,1,Combustível,4001.84
9704,20250114,1,Manutenção,1750.04
9705,20250114,1,Pedágio,910.51
9706,20250114,1,Motorista (Salário/Diária),1281.53
9707,20250114,1,Seguro,439.76
9708,20250114,1,Outros,267.02
9709,20250114,3,Combustível,6138.45
9710,20250114,3,Manutenção,3289.07
9711,20250114,3,Pedágio,1664.35
9712,20250114,3,Motorista (Salário/Diária),2709.89
9713,20250114,3,Seguro,889.52
9714,20250114,3,Outros,486.98
9715,20250114,4,Combustível,215.13
9716,20250114,4,Manutenção,108.91
9717,20250114,4,Pedágio,49.13
9718,20250114,4,Motorista (Salário/Diária),86.96
9719,20250114,4,Seguro,21.68
9720,20250114,4,Outros,15.14
9721,20250114,5,Combustível,6700.83
9722,20250114,5,Manutenção,3018.86
9723,20250114,5,Pedágio,1388.91
9724,20250114,5,Motorista (Salário/Diária),2120.99
9725,20250114,5,Seguro,695.48
9726,20250114,5,Outros,416.51
9727,20250115,1,Combustível,10003.37
9728,20250115,1,Manutenção,3665.44
9729,20250115,1,Pedágio,1666.56
9730,20250115,1,Motorista (Salário/Diária),3217.96
9731,20250115,1,Seguro,960.66
9732,20250115,1,Outros,516.69
9733,20250115,2,Combustível,4155.76
9734,20250115,2,Manutenção,1745.0
9735,20250115,2,Pedágio,899.59
9736,20250115,2,Motorista (Salário/Diária),1215.34
9737,20250115,2,Seguro,353.3
9738,20250115,2,Outros,244.25
9739,20250115,4,Combustível,2795.61
9740,20250115,4,Manutenção,1221.24
9741,20250115,4,Pedágio,603.9
9742,20250115,4,Motorista (Salário/Diária),1045.86
9743,20250115,4,Seguro,313.88
9744,20250115,4,Outros,197.79
9745,20250115,5,Combustível,7402.84
9746,20250115,5,Manutenção,3223.62
9747,20250115,5,Pedágio,1506.86
9748,20250115,5,Motorista (Salário/Diária),2867.46
9749,20250115,5,Seguro,838.24
9750,20250115,5,Outros,440.62
9751,20250116,1,Combustível,3948.62
9752,20250116,1,Manutenção,1918.49
9753,20250116,1,Pedágio,874.23
9754,20250116,1,Motorista (Salário/Diária),1619.36
9755,20250116,1,Seguro,445.49
9756,20250116,1,Outros,304.37
9757,20250116,3,Combustível,463.07
9758,20250116,3,Manutenção,258.55
9759,20250116,3,Pedágio,125.35
9760,20250116,3,Motorista (Salário/Diária),220.02
9761,20250116,3,Seguro,65.16
9762,20250116,3,Outros,34.06
9763,20250116,4,Combustível,1200.51
9764,20250116,4,Manutenção,572.11
9765,20250116,4,Pedágio,306.02
9766,20250116,4,Motorista (Salário/Diária),422.15
9767,20250116,4,Seguro,124.16
9768,20250116,4,Outros,76.82
9769,20250116,5,Combustível,13168.66
9770,20250116,5,Manutenção,6844.97
9771,20250116,5,Pedágio,3149.94
9772,20250116,5,Motorista (Salário/Diária),4621.65
9773,20250116,5,Seguro,1659.82
9774,20250116,5,Outros,974.01
9775,20250117,1,Combustível,4784.18
9776,20250117,1,Manutenção,1797.06
9777,20250117,1,Pedágio,966.17
9778,20250117,1,Motorista (Salário/Diária),1656.0
9779,20250117,1,Seguro,482.54
9780,20250117,1,Outros,330.71
9781,20250117,2,Combustível,1311.65
9782,20250117,2,Manutenção,502.58
9783,20250117,2,Pedágio,295.88
9784,20250117,2,Motorista (Salário/Diária),424.85
9785,20250117,2,Seguro,127.71
9786,20250117,2,Outros,75.46
9787,20250117,3,Combustível,2030.54
9788,20250117,3,Manutenção,1123.43
9789,20250117,3,Pedágio,518.29
9790,20250117,3,Motorista (Salário/Diária),890.84
9791,20250117,3,Seguro,273.04
9792,20250117,3,Outros,177.75
9793,20250117,4,Combustível,1196.88
9794,20250117,4,Manutenção,563.79
9795,20250117,4,Pedágio,224.77
9796,20250117,4,Motorista (Salário/Diária),457.74
9797,20250117,4,Seguro,128.34
9798,20250117,4,Outros,75.2
9799,20250117,5,Combustível,1615.6
9800,20250117,5,Manutenção,897.95
9801,20250117,5,Pedágio,364.41
9802,20250117,5,Motorista (Salário/Diária),716.31
9803,20250117,5,Seguro,176.59
9804,20250117,5,Outros,134.97
9805,20250118,1,Combustível,2035.14
9806,20250118,1,Manutenção,725.12
9807,20250118,1,Pedágio,445.4
9808,20250118,1,Motorista (Salário/Diária),739.21
9809,20250118,1,Seguro,212.25
9810,20250118,1,Outros,139.59
9811,20250118,2,Combustível,865.14
9812,20250118,2,Manutenção,316.96
9813,20250118,2,Pedágio,193.54
9814,20250118,2,Motorista (Salário/Diária),259.59
9815,20250118,2,Seguro,94.75
9816,20250118,2,Outros,45.14
9817,20250118,5,Combustível,5501.85
9818,20250118,5,Manutenção,2731.45
9819,20250118,5,Pedágio,1244.02
9820,20250118,5,Motorista (Salário/Diária),1883.42
9821,20250118,5,Seguro,565.1
9822,20250118,5,Outros,416.02
9823,20250119,3,Combustível,2837.73
9824,20250119,3,Manutenção,1528.44
9825,20250119,3,Pedágio,651.79
9826,20250119,3,Motorista (Salário/Diária),1005.71
9827,20250119,3,Seguro,318.53
9828,20250119,3,Outros,214.71
9829,20250119,5,Combustível,834.39
9830,20250119,5,Manutenção,350.76
9831,20250119,5,Pedágio,160.19
9832,20250119,5,Motorista (Salário/Diária),333.82
9833,20250119,5,Seguro,75.3
9834,20250119,5,Outros,53.28
9835,20250120,1,Combustível,4528.15
9836,20250120,1,Manutenção,2558.53
9837,20250120,1,Pedágio,1016.31
9838,20250120,1,Motorista (Salário/Diária),1830.21
9839,20250120,1,Seguro,608.2
9840,20250120,1,Outros,345.29
9841,20250120,2,Combustível,741.8
9842,20250120,2,Manutenção,319.38
9843,20250120,2,Pedágio,180.06
9844,20250120,2,Motorista (Salário/Diária),291.4
9845,20250120,2,Seguro,80.11
9846,20250120,2,Outros,57.15
9847,20250120,3,Combustível,2974.32
9848,20250120,3,Manutenção,1459.24
9849,20250120,3,Pedágio,716.31
9850,20250120,3,Motorista (Salário/Diária),1124.53
9851,20250120,3,Seguro,313.5
9852,20250120,3,Outros,213.79
9853,20250120,4,Combustível,1720.61
9854,20250120,4,Manutenção,788.69
9855,20250120,4,Pedágio,465.77
9856,20250120,4,Motorista (Salário/Diária),605.35
9857,20250120,4,Seguro,201.43
9858,20250120,4,Outros,120.42
9859,20250120,5,Combustível,9046.16
9860,20250120,5,Manutenção,4453.11
9861,20250120,5,Pedágio,2021.5
9862,20250120,5,Motorista (Salário/Diária),3443.59
9863,20250120,5,Seguro,1025.45
9864,20250120,5,Outros,587.06
9865,20250121,1,Combustível,1254.55
9866,20250121,1,Manutenção,635.39
9867,20250121,1,Pedágio,296.15
9868,20250121,1,Motorista (Salário/Diária),501.0
9869,20250121,1,Seguro,130.95
9870,20250121,1,Outros,93.67
9871,20250121,2,Combustível,326.75
9872,20250121,2,Manutenção,148.39
9873,20250121,2,Pedágio,66.74
9874,20250121,2,Motorista (Salário/Diária),133.94
9875,20250121,2,Seguro,30.64
9876,20250121,2,Outros,17.93
9877,20250121,3,Combustível,497.08
9878,20250121,3,Manutenção,246.28
9879,20250121,3,Pedágio,106.66
9880,20250121,3,Motorista (Salário/Diária),215.18
9881,20250121,3,Seguro,54.33
9882,20250121,3,Outros,37.34
9883,20250121,4,Combustível,1362.66
9884,20250121,4,Manutenção,618.75
9885,20250121,4,Pedágio,328.19
9886,20250121,4,Motorista (Salário/Diária),474.7
9887,20250121,4,Seguro,184.52
9888,20250121,4,Outros,111.46
9889,20250121,5,Combustível,4560.67
9890,20250121,5,Manutenção,2308.42
9891,20250121,5,Pedágio,995.35
9892,20250121,5,Motorista (Salário/Diária),1554.75
9893,20250121,5,Seguro,443.39
9894,20250121,5,Outros,347.16
9895,20250122,1,Combustível,5064.48
9896,20250122,1,Manutenção,2416.32
9897,20250122,1,Pedágio,1065.64
9898,20250122,1,Motorista (Salário/Diária),1794.99
9899,20250122,1,Seguro,563.44
9900,20250122,1,Outros,327.29
9901,20250122,2,Combustível,921.34
9902,20250122,2,Manutenção,400.57
9903,20250122,2,Pedágio,169.66
9904,20250122,2,Motorista (Salário/Diária),351.4
9905,20250122,2,Seguro,108.72
9906,20250122,2,Outros,48.91
9907,20250122,3,Combustível,4792.61
9908,20250122,3,Manutenção,2511.73
9909,20250122,3,Pedágio,1126.35
9910,20250122,3,Motorista (Salário/Diária),1856.96
9911,20250122,3,Seguro,609.95
9912,20250122,3,Outros,382.77
9913,20250122,4,Combustível,2650.34
9914,20250122,4,Manutenção,1530.4
9915,20250122,4,Pedágio,600.01
9916,20250122,4,Motorista (Salário/Diária),1158.66
9917,20250122,4,Seguro,367.68
9918,20250122,4,Outros,220.54
9919,20250122,5,Combustível,1499.92
9920,20250122,5,Manutenção,656.55
9921,20250122,5,Pedágio,291.59
9922,20250122,5,Motorista (Salário/Diária),552.98
9923,20250122,5,Seguro,173.83
9924,20250122,5,Outros,94.19
9925,20250123,1,Combustível,3062.77
9926,20250123,1,Manutenção,1586.5
9927,20250123,1,Pedágio,800.05
9928,20250123,1,Motorista (Salário/Diária),1323.96
9929,20250123,1,Seguro,415.65
9930,20250123,1,Outros,262.36
9931,20250123,2,Combustível,2499.73
9932,20250123,2,Manutenção,1012.88
9933,20250123,2,Pedágio,522.18
9934,20250123,2,Motorista (Salário/Diária),831.2
9935,20250123,2,Seguro,256.14
9936,20250123,2,Outros,170.58
9937,20250123,3,Combustível,4894.84
9938,20250123,3,Manutenção,1972.48
9939,20250123,3,Pedágio,893.04
9940,20250123,3,Motorista (Salário/Diária),1671.14
9941,20250123,3,Seguro,497.12
9942,20250123,3,Outros,263.09
9943,20250123,4,Combustível,2445.05
9944,20250123,4,Manutenção,1067.98
9945,20250123,4,Pedágio,503.55
9946,20250123,4,Motorista (Salário/Diária),895.27
9947,20250123,4,Seguro,279.85
9948,20250123,4,Outros,160.65
9949,20250123,5,Combustível,6050.09
9950,20250123,5,Manutenção,2482.83
9951,20250123,5,Pedágio,1440.1
9952,20250123,5,Motorista (Salário/Diária),2476.13
9953,20250123,5,Seguro,704.68
9954,20250123,5,Outros,394.59
9955,20250124,1,Combustível,11839.91
9956,20250124,1,Manutenção,6933.54
9957,20250124,1,Pedágio,2897.12
9958,20250124,1,Motorista (Salário/Diária),5495.86
9959,20250124,1,Seguro,1602.94
9960,20250124,1,Outros,892.74
9961,20250124,3,Combustível,342.55
9962,20250124,3,Manutenção,165.78
9963,20250124,3,Pedágio,96.18
9964,20250124,3,Motorista (Salário/Diária),167.45
9965,20250124,3,Seguro,44.79
9966,20250124,3,Outros,24.27
9967,20250124,4,Combustível,2549.2
9968,20250124,4,Manutenção,951.67
9969,20250124,4,Pedágio,459.59
9970,20250124,4,Motorista (Salário/Diária),931.78
9971,20250124,4,Seguro,274.65
9972,20250124,4,Outros,126.98
9973,20250124,5,Combustível,6112.09
9974,20250124,5,Manutenção,2515.84
9975,20250124,5,Pedágio,1205.86
9976,20250124,5,Motorista (Salário/Diária),2230.72
9977,20250124,5,Seguro,536.67
9978,20250124,5,Outros,387.68
9979,20250125,1,Combustível,2898.57
9980,20250125,1,Manutenção,1467.48
9981,20250125,1,Pedágio,613.86
9982,20250125,1,Motorista (Salário/Diária),1271.86
9983,20250125,1,Seguro,296.0
9984,20250125,1,Outros,207.41
9985,20250125,3,Combustível,1205.5
9986,20250125,3,Manutenção,460.56
9987,20250125,3,Pedágio,241.47
9988,20250125,3,Motorista (Salário/Diária),419.97
9989,20250125,3,Seguro,104.14
9990,20250125,3,Outros,73.68
9991,20250125,4,Combustível,202.57
9992,20250125,4,Manutenção,84.33
9993,20250125,4,Pedágio,53.4
9994,20250125,4,Motorista (Salário/Diária),73.38
9995,20250125,4,Seguro,26.32
9996,20250125,4,Outros,15.77
9997,20250125,5,Combustível,1958.32
9998,20250125,5,Manutenção,986.27
9999,20250125,5,Pedágio,440.55
10000,20250125,5,Motorista (Salário/Diária),808.08
10001,20250125,5,Seguro,193.31
10002,20250125,5,Outros,120.4
10003,20250126,1,Combustível,3777.6
10004,20250126,1,Manutenção,1299.95
10005,20250126,1,Pedágio,781.5
10006,20250126,1,Motorista (Salário/Diária),1351.14
10007,20250126,1,Seguro,384.73
10008,20250126,1,Outros,247.93
10009,20250126,4,Combustível,1269.06
10010,20250126,4,Manutenção,729.36
10011,20250126,4,Pedágio,324.84
10012,20250126,4,Motorista (Salário/Diária),618.85
10013,20250126,4,Seguro,165.81
10014,20250126,4,Outros,91.3
10015,20250126,5,Combustível,3387.64
10016,20250126,5,Manutenção,1670.15
10017,20250126,5,Pedágio,886.26
10018,20250126,5,Motorista (Salário/Diária),1358.25
10019,20250126,5,Seguro,392.09
10020,20250126,5,Outros,231.96
10021,20250127,1,Combustível,3878.46
10022,20250127,1,Manutenção,1948.0
10023,20250127,1,Pedágio,838.42
10024,20250127,1,Motorista (Salário/Diária),1399.0
10025,20250127,1,Seguro,400.51
10026,20250127,1,Outros,294.49
10027,20250127,2,Combustível,439.11
10028,20250127,2,Manutenção,208.24
10029,20250127,2,Pedágio,90.11
10030,20250127,2,Motorista (Salário/Diária),136.64
10031,20250127,2,Seguro,39.79
10032,20250127,2,Outros,24.53
10033,20250127,3,Combustível,2307.76
10034,20250127,3,Manutenção,1136.84
10035,20250127,3,Pedágio,519.06
10036,20250127,3,Motorista (Salário/Diária),945.85
10037,20250127,3,Seguro,326.47
10038,20250127,3,Outros,171.78
10039,20250127,4,Combustível,2840.02
10040,20250127,4,Manutenção,1259.27
10041,20250127,4,Pedágio,672.15
10042,20250127,4,Motorista (Salário/Diária),1188.15
10043,20250127,4,Seguro,310.29
10044,20250127,4,Outros,191.18
10045,20250127,5,Combustível,2333.44
10046,20250127,5,Manutenção,1015.57
10047,20250127,5,Pedágio,386.77
10048,20250127,5,Motorista (Salário/Diária),818.17
10049,20250127,5,Seguro,228.91
10050,20250127,5,Outros,125.34
10051,20250128,1,Combustível,5856.25
10052,20250128,1,Manutenção,2347.09
10053,20250128,1,Pedágio,1131.58
10054,20250128,1,Motorista (Salário/Diária),2338.84
10055,20250128,1,Seguro,705.53
10056,20250128,1,Outros,339.44
10057,20250128,2,Combustível,1572.33
10058,20250128,2,Manutenção,750.41
10059,20250128,2,Pedágio,350.87
10060,20250128,2,Motorista (Salário/Diária),635.74
10061,20250128,2,Seguro,186.69
10062,20250128,2,Outros,107.53
10063,20250128,3,Combustível,2142.95
10064,20250128,3,Manutenção,844.35
10065,20250128,3,Pedágio,381.42
10066,20250128,3,Motorista (Salário/Diária),703.87
10067,20250128,3,Seguro,195.34
10068,20250128,3,Outros,128.71
10069,20250128,4,Combustível,4518.93
10070,20250128,4,Manutenção,2052.46
10071,20250128,4,Pedágio,1277.25
10072,20250128,4,Motorista (Salário/Diária),1673.73
10073,20250128,4,Seguro,519.5
10074,20250128,4,Outros,315.55
10075,20250128,5,Combustível,7217.37
10076,20250128,5,Manutenção,3388.25
10077,20250128,5,Pedágio,1625.3
10078,20250128,5,Motorista (Salário/Diária),2910.64
10079,20250128,5,Seguro,660.55
10080,20250128,5,Outros,505.16
10081,20250129,1,Combustível,5020.96
10082,20250129,1,Manutenção,1870.58
10083,20250129,1,Pedágio,963.19
10084,20250129,1,Motorista (Salário/Diária),1727.94
10085,20250129,1,Seguro,475.33
10086,20250129,1,Outros,342.49
10087,20250129,4,Combustível,4122.6
10088,20250129,4,Manutenção,2094.68
10089,20250129,4,Pedágio,928.93
10090,20250129,4,Motorista (Salário/Diária),1521.48
10091,20250129,4,Seguro,524.02
10092,20250129,4,Outros,291.67
10093,20250129,5,Combustível,18901.51
10094,20250129,5,Manutenção,8955.78
10095,20250129,5,Pedágio,4514.87
10096,20250129,5,Motorista (Salário/Diária),6495.15
10097,20250129,5,Seguro,1748.33
10098,20250129,5,Outros,1301.34
10099,20250130,1,Combustível,3001.56
10100,20250130,1,Manutenção,1608.36
10101,20250130,1,Pedágio,783.74
10102,20250130,1,Motorista (Salário/Diária),1286.72
10103,20250130,1,Seguro,364.91
10104,20250130,1,Outros,212.83
10105,20250130,3,Combustível,2956.98
10106,20250130,3,Manutenção,1171.87
10107,20250130,3,Pedágio,645.86
10108,20250130,3,Motorista (Salário/Diária),947.18
10109,20250130,3,Seguro,270.23
10110,20250130,3,Outros,192.14
10111,20250130,5,Combustível,7543.96
10112,20250130,5,Manutenção,3248.68
10113,20250130,5,Pedágio,1742.4
10114,20250130,5,Motorista (Salário/Diária),2664.04
10115,20250130,5,Seguro,853.47
10116,20250130,5,Outros,404.72
10117,20250131,1,Combustível,483.01
10118,20250131,1,Manutenção,208.02
10119,20250131,1,Pedágio,101.88
10120,20250131,1,Motorista (Salário/Diária),160.88
10121,20250131,1,Seguro,48.54
10122,20250131,1,Outros,35.04
10123,20250131,2,Combustível,639.81
10124,20250131,2,Manutenção,264.14
10125,20250131,2,Pedágio,127.44
10126,20250131,2,Motorista (Salário/Diária),269.69
10127,20250131,2,Seguro,62.98
10128,20250131,2,Outros,37.1
10129,20250131,3,Combustível,2341.49
10130,20250131,3,Manutenção,1191.44
10131,20250131,3,Pedágio,463.68
10132,20250131,3,Motorista (Salário/Diária),832.95
10133,20250131,3,Seguro,273.77
10134,20250131,3,Outros,163.16
10135,20250131,4,Combustível,397.94
10136,20250131,4,Manutenção,160.51
10137,20250131,4,Pedágio,84.6
10138,20250131,4,Motorista (Salário/Diária),141.41
10139,20250131,4,Seguro,48.62
10140,20250131,4,Outros,22.82
10141,20250131,5,Combustível,4881.92
10142,20250131,5,Manutenção,2224.96
10143,20250131,5,Pedágio,995.82
10144,20250131,5,Motorista (Salário/Diária),1977.48
10145,20250131,5,Seguro,583.38
10146,20250131,5,Outros,316.17
10147,20250201,1,Combustível,5928.37
10148,20250201,1,Manutenção,2156.14
10149,20250201,1,Pedágio,1151.01
10150,20250201,1,Motorista (Salário/Diária),2155.36
10151,20250201,1,Seguro,570.77
10152,20250201,1,Outros,386.94
10153,20250201,5,Combustível,5328.1
10154,20250201,5,Manutenção,2184.12
10155,20250201,5,Pedágio,1285.65
10156,20250201,5,Motorista (Salário/Diária),2073.58
10157,20250201,5,Seguro,576.53
10158,20250201,5,Outros,326.96
10159,20250202,1,Combustível,1640.68
10160,20250202,1,Manutenção,759.18
10161,20250202,1,Pedágio,347.51
10162,20250202,1,Motorista (Salário/Diária),672.11
10163,20250202,1,Seguro,204.48
10164,20250202,1,Outros,128.87
10165,20250202,5,Combustível,3174.23
10166,20250202,5,Manutenção,1578.83
10167,20250202,5,Pedágio,799.01
10168,20250202,5,Motorista (Salário/Diária),1256.69
10169,20250202,5,Seguro,359.78
10170,20250202,5,Outros,205.75
10171,20250203,1,Combustível,1291.78
10172,20250203,1,Manutenção,499.6
